Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sri Lanka,3.628984039,3.233203078,3.189731308,3.03713831,2.758243018,2.491999515,2.3162042,1.991795092,1.738527838,1.708574337,1.582284858,1.494626538,1.483986763,1.365338431,1.257348694,1.145629738,0.933881642,0.846052236,0.679621937,0.637566231,0.494484434,0.446297616,0.445828353,0.381738931,0.393414777,0.428142095,0.451571978,0.432698285,0.420125827
Sudan,5.901529539,6.514504995,11.05453102,8.973420499,6.579547798,6.173649677,9.952049369,8.343110452,9.258396743,10.09170036,8.734302538,7.208537186,6.776918093,5.851584131,4.928353576,4.174247922,3.064562218,2.510950765,2.134371888,2.369027762,2.005241292,2.034509015,2.290078673,2.098721656,1.883997114,1.69581848,2.51119169,2.885537306,3.943434713
Suriname,15.7569516,14.43874135,16.26297578,15.20647551,10.81763952,9.644435572,7.870803011,7.29688668,6.148444885,7.762690069,6.521243843,7.911019177,5.550605082,4.94431636,4.480852662,3.808432538,2.581499584,2.271324898,1.941709631,1.806260575,1.677960644,2.684137835,2.479919679,2.368941758,2.410026599,2.661170019,4.288973883,4.122867785,3.795469929
Sweden,0.268167939,0.25879562,0.258661972,0.344694836,0.328515284,0.280074906,0.27510274,0.27641791,0.276273063,0.268613139,0.26391635,0.226404959,0.210187266,0.170988024,0.144649351,0.133010204,0.11964539,0.098818737,0.091467181,0.099542334,0.098951613,0.058937282,0.056123188,0.04988075,0.048024055,0.055148515,0.06370155,0.060073937,0.054144144
Switzerland,0.198410853,0.204597701,0.195992647,0.192613636,0.170546075,0.148396501,0.156030303,0.174320557,0.174813559,0.178241379,0.187095588,0.185089606,0.165980066,0.14490085,0.130964467,0.127848411,0.12062645,0.104291667,0.093231047,0.092583026,0.08859589,0.0683,0.073413174,0.072656023,0.065246827,0.066897059,0.068479881,0.066117647,0.062099291
Syria,4.699956605,4.792081242,4.780600216,4.661958022,6.644918702,6.266722711,5.412790201,5.176752072,5.154318338,4.871526031,4.001884536,3.690076462,3.635858359,3.610476343,3.234353417,3.19692679,2.887242335,2.4729609,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,6.777224248,6.687127884,7.301309166,6.740780262,5.670102146,6.528267689,7.10004864,8.301032416,5.748945674,6.543314501,7.855704934,5.930962631,5.290221905,4.25640946,3.458270231,3.139693615,2.724169166,2.252987254,1.691422093,1.684914221,1.494103719,1.327664502,1.236727161,1.167075244,1.240048806,1.512489036,1.944574415,1.965669879,2.00453338
Tanzania,24.12683594,20.78042278,22.38442715,24.19145239,23.05553718,20.55098944,15.54756176,13.14444805,8.557144288,8.239968623,7.627106785,7.91214952,8.03137592,8.049653548,7.344709695,7.009602554,6.663417177,5.818199058,4.665157734,4.574397531,4.269661188,4.063809133,3.73639392,3.336651113,3.120597599,3.475197735,3.552254699,3.291221677,3.027006308
Thailand,2.039064359,1.893628301,1.783063063,1.659147287,1.556734694,1.466982249,1.46704918,1.8378,2.257894737,2.103858268,2.130714286,1.9475,1.835447761,1.704934211,1.629306358,1.522804233,1.311936937,1.165627376,1.065360825,1.097907801,0.966099707,0.980188679,0.969924623,0.945690476,0.967739558,0.986708229,0.99496368,0.940657895,0.850532544
Timor-Leste,0,0,0,0,0,0,0,0,0,0,3.078281796,4.607739956,6.944132325,8.360516908,11.11784484,12.72006469,13.72863577,12.01189472,10.62463772,9.919084484,8.527750741,7.025525317,6.438518336,5.274002336,5.064563162,4.61612528,4.380202551,4.289274419,4.269518414
Togo,4.231075646,4.187730496,3.780363012,5.107430976,6.706530494,5.055816809,4.872229234,4.61656216,4.970561077,5.304250253,5.342074995,4.017170941,3.791181966,3.35844955,3.040857984,3.420188839,3.072999982,2.591107026,2.178064851,2.573006997,2.475607326,2.308610478,2.17385221,1.91361845,1.746453227,2.090475904,2.019175842,1.834043931,1.722476577
Tonga,2.201405303,2.042342433,1.82393496,1.877393442,1.37761451,1.244783352,1.08059167,1.162836789,1.253231641,1.305125089,1.171591284,1.269897752,1.313171245,1.285556897,1.17056443,1.069528542,0.992361801,0.904480325,0.783907007,0.896351717,0.708755838,0.603102279,0.552352286,0.576952588,0.6138054,0.617840166,0.737147163,0.738521724,0.715401848
Trinidad and Tobago,3.005130229,2.665834759,2.408286148,2.923232374,2.870307079,2.698334043,2.541870667,2.645635742,2.579548063,2.318995526,1.969503783,1.953569133,1.992612631,1.530234091,1.359158589,1.365261817,1.33700894,1.136236564,0.855351355,1.204350147,1.159854673,1.04273928,0.999098711,0.976585472,0.945109657,1.025819286,1.030748325,1.03226594,0.967315946
Tunisia,1.541019074,1.528132482,1.337653548,1.526461843,1.425878916,1.273371257,1.248256348,1.212260824,1.216784251,1.219071789,1.376134684,1.35637916,1.296327816,1.100422776,1.005671677,0.987822407,0.957867856,0.863831092,0.752174937,0.790013821,0.831991531,0.877089074,0.913104895,0.886466136,0.907996807,1.020302258,0.859783715,0.928586513,0.938137316
Turkey,1.253443709,1.278266667,1.260886076,1.142944444,1.533740458,1.275147929,1.288729282,1.275736842,0.882572464,0.951132813,0.97620438,1.085544554,0.9565,0.766507937,0.605696822,0.514367589,0.520017953,0.469295154,0.413220779,0.495531587,0.426473616,0.401954708,0.398808173,0.357588727,0.391320554,0.433078704,0.496747126,0.551839348,0.609087404
Turkmenistan,24.82489917,21.80419051,17.55641336,16.72734208,22.42770008,23.92205288,23.92843355,23.54357892,22.99200768,27.28350993,24.03032968,20.60651782,17.30622414,14.11612558,12.99436061,11.02431891,8.733370039,7.443838519,4.898419244,4.260826925,4.069404307,3.477537058,3.098036281,2.915233679,2.75180178,3.523771139,3.48092869,3.312214672,3.068608759
Tuvalu,2.266430716,2.135573464,2.05276657,2.07667866,1.837082727,1.813903479,1.621422756,1.574690937,1.567688928,1.46122554,1.455386191,1.515548198,1.294415104,1.097027773,0.92872362,0.915788696,0.873253346,0.739908371,0.660279126,0.737978079,0.62846601,0.516638204,0.530901451,0.533204298,0.536328075,0.563506094,0.547228561,0.738566038,0.704421052
Uganda,7.898896236,10.40120955,12.20315459,10.96434353,8.78601957,6.233691562,6.071549662,6.091556804,6.038133932,6.621585585,6.40051996,6.754554211,6.540355117,6.403926192,5.356768953,4.847810853,4.434913075,4.009220063,3.805295193,2.237817861,2.215452699,2.146817206,2.264546479,2.172159397,1.978913549,2.048801822,2.363240203,2.270416853,2.148185796
Ukraine,10.72591517,10.6899205,9.952633927,9.853224518,10.49580721,10.80622692,10.30632429,8.670120314,9.716535437,12.76953261,12.31577701,10.75441797,9.70541985,8.81575471,6.27093278,4.505221831,3.639259259,2.806013986,2.151222222,2.798034188,2.539485294,2.312515337,2.073011364,1.933879781,2.372985075,2.911976338,2.97752709,2.249642857,2.003282443
United Arab Emirates,1.374911538,1.479084323,1.37944584,1.397928306,1.422643391,1.380817419,1.306081124,1.317368166,1.432321779,1.334470586,1.089807692,1.236601942,1.196363636,1.123467742,1.000135135,0.865745856,0.734009009,0.675465116,0.634571429,0.795590551,0.719241379,0.611481481,0.604186667,0.609307692,0.595583127,0.706284916,0.727310924,0.699015544,0.623791469
United Kingdom,0.684770642,0.668105263,0.62670339,0.681707547,0.624342105,0.524291045,0.508929577,0.449403846,0.422678788,0.399553571,0.405945783,0.417463415,0.374617978,0.329009756,0.276789256,0.26138189,0.243915129,0.208232258,0.214232877,0.236817427,0.235322581,0.20337594,0.208314815,0.194878136,0.164326797,0.166136519,0.172594796,0.168629213,0.154241259
United States,0.930112416,0.893168831,0.856411043,0.829629738,0.793168724,0.764908377,0.744810409,0.729425408,0.694679912,0.653296989,0.62584466,0.604343396,0.573114679,0.548358261,0.523542623,0.492393846,0.457015217,0.441218621,0.423143537,0.4023375,0.402772667,0.373985806,0.342646296,0.3387375,0.326351429,0.306960989,0.30357861,0.287878974,0.281279126
Uruguay,1.671176252,1.531326448,1.457501838,1.287152573,1.098162334,1.005303072,1.008991084,0.850235732,0.785474529,0.873917941,0.835551254,1.050300121,1.637453338,1.924349154,1.833216078,1.455405582,1.398915131,1.125559823,0.951386328,0.89858437,0.646402757,0.639458719,0.614851751,0.530668269,0.524145523,0.558805984,0.669607114,0.576851149,0.577043582
Uzbekistan,14.81444566,14.67067863,14.7079535,16.96692612,15.48085663,14.30211936,13.8620327,12.73957597,13.26441937,12.04265068,16.38238226,19.20111482,22.99183139,21.48315165,18.30420357,15.18503237,13.85507484,10.67167747,8.37850089,6.570647105,4.858196303,4.23293955,3.571492867,3.331006265,2.908482108,2.684629844,2.782376474,3.913965754,4.606628042
Vanuatu,2.960696044,2.533102069,2.534807874,2.793130951,2.396221149,2.286097021,2.257335963,2.199645638,2.287514573,2.276060183,2.169000481,2.209928626,2.170629796,1.876164685,1.589054727,1.519131363,1.365570527,1.386703538,1.200739624,1.180198958,1.055929615,0.959414614,0.972236415,0.94788201,1.006191381,1.06622445,1.069209168,0.977224361,0.95113099
Venezuela,6.700643761,6.122635385,5.486922734,5.623240457,5.828787602,4.508981428,5.152161267,4.315409445,4.057868352,3.726082896,3.203589744,2.588861789,3.498626847,3.810303814,2.866428571,2.300684932,1.793934426,1.447043478,1.090696203,1.046606061,0.886717557,1.164620253,1.017480315,1.058652291,0.817842324,0,0,0,0
Vietnam,0.180785979,0.419207853,0.662816101,1.003721006,1.157405024,1.207069902,1.333064553,1.514321771,1.905209782,1.920257105,2.024539666,4.831544739,4.988292087,4.55748535,4.366704114,3.602781029,3.21251547,2.936016103,2.400779481,2.449245283,2.394310345,1.733970588,1.51525641,1.454853801,1.407419355,1.581968912,1.610780488,1.465758929,1.487469388
Yemen,2.190497402,2.364101924,2.289727945,2.59301384,3.431432273,3.714671241,2.848409326,2.605812747,3.041829098,2.757455477,2.305117546,2.417467396,2.246922454,2.290717978,2.035639307,1.751426978,1.557026196,1.450772647,1.22850071,1.471133972,1.152175513,0.989720316,0.88894936,0.948899575,0.898245106,0.613654158,0.735066448,0.821734183,0.926498745
Zambia,23.56617258,22.77380268,23.96979093,22.9100369,20.08123427,18.63376655,16.6656429,13.515266,16.15464112,15.63311481,13.18360974,12.99554209,13.46019962,12.6829932,10.08506938,7.845777559,4.756656829,4.50026244,3.660349363,4.051971098,3.366795773,3.524795761,3.400768322,3.143813911,3.27947006,4.439979976,4.462471777,3.628784599,3.543231264
Zimbabwe,4.915858501,5.031544532,6.56005071,6.208281396,5.876057135,5.674091411,4.942040862,4.858391716,6.677633919,6.570416146,6.312446584,6.365287188,6.332271038,6.545508358,6.440335246,6.578381291,6.747005569,7.040882717,8.005520661,3.752407989,3.263670928,2.981154276,2.475043617,2.221987091,2.094840293,2.148461699,5.670437749,5.267025751,4.88533017
